PlayTimeHours,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel
21.75466354,10,69,59,39,1
15.50851362,15,158,28,11,2
13.62143084,10,158,53,19,2
20.00040562,0,143,15,23,0
23.65541256,6,120,29,26,1
22.16960336,15,43,57,36,2
11.57213845,10,77,59,24,1
11.31407567,19,95,18,20,2
12.38362435,17,83,95,41,2
21.0121516,11,67,23,46,1
3.722306152,9,71,13,0,2
4.467688041,1,68,74,10,1
18.04874978,1,136,81,34,0
12.92965586,4,50,95,4,0
3.427383127,5,118,82,23,1
0.133290363,0,70,11,16,0
13.80508374,12,99,56,47,1
9.05523391,7,132,9,12,1
10.52419438,4,74,39,47,1
13.03290921,7,105,27,31,1
7.036818594,8,16,82,16,1
6.372347377,11,154,62,46,2
12.64519438,10,33,70,7,1
8.59335284,0,161,11,3,0
18.00109,19,113,84,16,2
9.858498659,19,167,81,24,2
0.386688747,15,34,42,10,1
5.243932293,10,88,39,20,1
21.05430153,4,83,29,0,0
12.3417194,15,55,63,41,1
21.84462076,3,96,54,1,0
16.96077135,6,82,47,43,1
15.10359988,19,18,8,14,1
17.23037793,11,153,65,13,2
2.550969358,5,125,64,47,1
3.172359501,17,161,87,3,2
14.12967995,19,143,33,10,2
6.018734393,15,60,89,22,1
16.88913898,1,127,66,26,0
12.32785366,18,52,93,39,1
8.996783898,7,25,80,27,0
22.41004615,0,72,99,41,0
23.53325467,1,46,26,33,0
21.59582973,14,177,2,16,2
11.09806932,17,134,69,42,2
5.273600839,2,122,76,12,0
16.39385542,15,160,85,39,2
22.61708672,13,114,14,12,2
13.98990086,0,132,80,14,0
22.45823021,14,38,69,29,1
19.49502153,0,14,74,31,0
18.44278046,19,103,61,42,1
10.40492708,8,165,95,38,2
14.48834913,16,63,94,31,1
15.41752196,16,10,38,30,2
9.674526991,17,84,8,48,2
19.49717813,16,56,36,28,1
10.2412296,1,36,7,35,0
7.570396927,10,145,40,48,2
0.261962654,7,66,20,34,1
5.150052506,8,61,33,11,2
15.86485818,19,143,94,47,2
9.687207676,19,11,66,15,0
15.69962318,15,111,99,5,2
5.394714302,9,75,57,42,1
23.340345,12,48,66,1,1
15.74717589,18,75,44,17,1
18.22046593,6,42,1,22,0
17.05669486,17,103,87,22,2
10.35364665,7,143,10,1,1
10.9305503,11,134,33,47,2
13.85838636,6,164,12,7,1
21.9592977,6,45,15,0,0
11.61870383,11,40,63,20,1
23.66215317,19,59,85,30,1
17.50037966,9,32,64,0,2
21.90539635,3,37,60,19,0
23.36893455,10,144,50,14,2
2.285857076,2,66,4,14,0
0.941304915,12,118,24,30,2
4.689238855,6,42,64,34,1
2.352784318,12,39,14,23,1
9.978631585,2,102,35,32,0
11.41249,16,100,20,17,2
20.91042052,10,75,45,48,1
13.96672965,1,176,33,37,0
7.532471833,8,34,32,26,0
22.91924667,8,154,93,15,1
19.3218863,8,144,31,23,1
4.665946065,4,97,61,30,1
2.348900312,10,73,62,16,2
3.550526701,3,76,68,49,2
6.762833399,13,102,49,45,2
12.08499202,15,173,38,45,2
11.60091686,0,160,74,43,0
1.710279586,11,114,97,25,1
12.81422928,2,33,18,39,0
18.53134007,0,151,32,11,0
10.86201187,11,103,16,14,1
10.43821541,5,97,73,28,1
5.071083785,0,58,13,32,0
4.254356412,11,125,59,46,2
6.219891795,9,51,14,37,1
8.333890417,12,134,76,44,2
3.256237634,17,50,94,32,1
8.986226182,0,135,23,20,0
20.94328388,18,156,15,27,2
17.74905467,16,127,37,17,2
8.363882991,19,24,5,30,1
23.37989617,4,72,2,28,0
2.260712899,18,11,30,14,0
16.65304189,17,10,72,9,0
16.261238,7,111,98,38,1
5.51352507,13,94,77,42,1
9.851228438,15,75,52,47,1
12.05028134,18,164,69,48,2
18.54197633,3,179,96,35,1
3.040357146,0,19,55,48,0
17.82396444,8,86,47,25,1
15.21237821,17,89,75,39,1
2.872595429,1,85,43,13,0
14.98790114,0,81,74,6,0
21.11398484,14,130,59,29,2
17.93814925,9,122,78,29,1
11.03069894,7,12,31,13,0
5.441277811,14,23,18,12,0
19.02748919,1,154,27,33,0
3.232676312,0,30,9,9,0
15.63431469,9,148,31,47,1
3.503562816,0,99,11,9,2
9.670868638,11,87,47,16,1
3.527452726,14,72,18,19,1
17.90333704,18,88,46,49,1
14.19359624,0,85,92,38,0
5.600436525,16,169,50,9,2
16.45419191,3,178,58,29,1
13.2324546,14,15,98,7,0
21.35176807,11,170,87,32,2
22.40428269,9,23,29,45,0
7.540136163,15,175,4,0,2
2.39177566,3,41,70,43,0
19.35434008,11,78,79,20,1
1.819869778,11,50,82,14,0
2.654023772,13,173,60,25,2
6.597578604,3,54,59,20,0
22.43442789,2,118,83,5,0
8.356380094,19,124,15,27,2
19.78687986,7,52,80,22,1
21.38285379,18,171,2,48,2
7.770861908,16,19,45,21,1
23.64587675,4,35,7,12,0
4.788139754,4,142,93,2,1
0.089281204,19,52,95,25,1
6.256965007,6,116,73,33,1
11.50986971,15,130,92,18,2
22.5936803,11,145,85,31,2
19.80967233,6,24,23,26,0
8.08983341,18,73,14,7,1
17.36093793,19,106,69,48,2
7.477086901,15,32,22,49,1
10.27645393,18,108,35,26,2
8.27127541,8,156,19,18,1
7.497306424,14,90,6,10,1
22.93702372,9,81,46,17,1
12.55673383,7,12,31,19,0
3.704431007,8,41,26,36,1
2.980971636,18,141,4,28,2
14.23647426,8,60,86,35,1
20.9241908,3,136,55,48,1
12.34940899,17,51,89,40,1
20.43892499,13,173,27,32,2
16.71654189,4,53,8,30,0
16.99133351,3,107,52,2,0
0.390051777,17,28,39,26,1
4.001419169,13,54,51,36,1
0.186540389,1,103,4,41,0
21.95196937,18,19,71,31,1
3.592293037,16,65,9,6,1
5.578418521,16,167,5,17,2
18.96207508,14,103,54,44,2
11.07933738,6,154,70,47,1
0.845911493,13,166,76,28,0
5.959821324,7,157,42,26,1
9.100436302,12,19,3,38,0
0.623489945,11,165,26,35,2
14.80067255,7,166,81,24,1
4.705226119,9,76,46,0,1
17.25289032,8,59,75,12,1
2.201042765,9,106,49,14,1
11.97566615,2,22,66,32,0
17.00424121,12,43,94,44,1
15.44836659,10,162,30,6,2
15.88089067,14,146,71,22,2
14.39817222,8,42,29,44,1
19.69186452,14,137,75,2,1
4.884804326,11,63,75,14,0
8.715191856,5,178,81,25,1
3.836394132,15,39,98,30,1
19.59988058,11,158,69,16,2
1.682221164,4,30,57,0,0
8.094082801,16,139,1,35,2
5.468416316,19,21,84,48,2
19.72842366,0,27,41,6,0
3.129761859,9,118,53,32,1
9.091836261,0,173,53,27,0
18.4464574,19,96,58,31,2
13.49019139,4,49,79,28,0
11.78301285,8,96,15,37,1
19.32047561,5,33,39,3,0
6.854009969,4,63,23,21,0
2.340251893,8,172,62,25,2
11.92196617,7,60,52,32,1
0.319017703,15,50,62,30,1
16.7963073,9,122,97,8,1
22.90666903,14,90,81,12,1
5.225676491,0,152,57,12,0
18.58995306,16,147,5,30,2
4.524018916,7,128,67,28,1
1.199303338,14,157,43,31,2
0.564027063,4,97,91,3,1
19.07588158,11,22,3,1,0
22.18649604,12,175,23,28,2
10.06544874,11,18,13,0,0
4.644834036,13,128,51,14,2
19.93657742,14,23,37,45,1
20.82236741,8,15,75,28,0
19.79519552,2,100,14,28,0
12.09686862,16,65,23,2,1
22.84790969,18,30,81,20,1
11.35095433,7,45,83,16,1
4.441193876,11,86,86,15,1
5.635258914,6,129,23,40,1
21.77413374,10,39,68,42,1
21.2794542,17,151,3,13,2
11.96235469,11,29,96,29,1
10.19234177,19,119,41,7,2
18.67926796,7,73,41,20,1
22.39013144,9,122,76,23,1
20.86950224,9,45,31,28,1
14.18151891,13,136,71,25,2
0.843983378,14,144,91,32,2
15.62747983,17,36,42,10,1
15.57406745,8,177,85,37,2
20.19092245,9,176,78,24,2
2.654290063,9,128,52,31,1
6.578403384,10,143,37,24,2
12.43718612,12,80,47,26,1
11.37447406,15,124,98,4,2
10.1014711,8,27,99,33,1
11.02880046,19,127,56,28,2
16.9312743,5,134,60,37,1
6.77201258,12,166,65,8,2
3.354588036,2,171,56,6,1
16.8636684,1,97,43,5,0
1.292965856,12,49,79,47,1
12.67847426,2,25,64,8,0
21.93556061,18,143,84,49,2
19.79077188,6,152,99,32,1
15.72346963,5,31,3,36,0
11.18823041,15,134,34,13,1
16.63799444,4,61,29,36,0
14.20388499,15,66,71,11,1
4.202122438,3,65,68,0,0
22.9082837,12,45,50,26,1
7.819486387,3,36,55,21,0
17.94383924,19,135,55,29,2
8.617032128,7,143,97,11,1
16.97371261,12,135,54,35,2
10.42930636,0,29,68,31,0
5.682225888,6,154,89,2,1
9.781394785,1,109,34,25,0
3.920856204,17,72,78,43,1
14.3302514,10,166,69,28,2
9.150279935,11,58,52,0,1
4.555432694,5,60,47,30,1
17.47296255,12,96,34,7,1
3.084581756,10,79,63,29,1
7.81986623,7,122,9,13,1
12.79560233,7,97,46,5,1
14.26685431,4,70,20,36,0
3.620226003,7,156,77,33,1
22.60465771,15,79,57,8,1
22.97227741,12,166,50,22,2
4.586960881,0,19,35,12,0
2.294716535,12,23,69,37,1
3.932462948,18,166,11,32,2
20.80074863,11,56,38,40,1
17.77286083,10,172,23,32,2
16.57546421,10,73,16,9,1
22.67787869,7,134,48,10,1
4.669897494,1,47,50,11,0
10.65428128,4,13,58,3,0
8.32951077,3,116,82,49,1
17.98005785,4,77,82,33,1
6.439471707,1,177,72,30,0
3.147795528,2,116,62,7,2
6.033925796,2,66,73,41,0
2.930421108,14,56,25,15,1
15.35955023,7,175,83,10,1
9.929931642,8,26,86,26,0
15.57499806,14,130,44,40,2
11.04260444,13,11,24,25,0
13.9001473,10,144,50,40,1
17.59611961,10,167,50,27,2
17.06293485,2,151,50,1,0
1.292298433,7,65,31,35,1
6.756464469,13,54,83,29,0
22.37225116,3,100,12,46,0
3.243216754,1,104,45,12,0
19.86848075,1,44,30,10,0
14.89634989,9,175,74,49,2
3.322848765,13,66,16,27,1
8.553691075,0,11,51,45,0
22.75442586,7,77,79,0,1
8.939984342,15,126,66,31,2
14.93820946,13,57,15,13,1
8.619544136,16,133,71,19,2
10.49579457,5,72,24,4,1
7.294190033,15,126,69,31,2
21.17813469,14,124,95,13,2
3.713217694,10,75,69,32,1
19.88110057,19,73,28,18,1
5.162649572,2,120,99,35,1
12.51875212,1,157,32,49,0
2.755349339,10,112,27,6,1
5.966336162,0,176,42,6,0
11.1566098,19,121,62,16,2
14.09145209,14,158,8,32,2
22.81268197,14,132,63,25,2
18.58787141,3,117,69,41,1
5.659809694,6,21,54,8,0
20.39724681,15,28,64,32,1
4.755674303,2,158,72,12,0
6.881521634,14,80,78,44,1
7.855229256,12,45,94,8,1
9.21166391,0,39,75,12,0
2.305018203,5,89,48,47,1
3.869006111,7,166,79,8,1
17.21357201,6,61,9,2,1
20.6592007,3,118,98,28,1
16.38090057,12,37,55,32,1
8.092133582,5,98,19,41,1
4.664444317,1,165,8,9,0
8.024184012,3,166,11,37,1
20.77401096,8,52,51,29,1
23.44993157,9,150,85,36,2
18.57165229,15,80,44,15,2
13.73876341,14,41,32,23,1
20.60363067,13,90,90,14,1
22.56499663,19,25,51,28,1
23.31637558,17,72,1,12,1
0.699088381,4,84,97,39,1
22.14393157,14,110,21,33,1
17.16760254,17,109,44,18,2
5.628527457,5,59,65,6,0
14.91691538,14,15,62,16,0
22.47646277,0,105,77,13,0
10.2151606,12,50,67,2,2
4.613844004,17,95,57,27,2
11.47806871,12,133,18,15,2
12.66653517,19,66,37,36,1
13.23110743,11,46,75,25,1
14.49181661,0,71,75,32,0
23.03605104,7,110,63,39,1
2.184524596,7,66,11,14,1
16.75416343,5,72,76,8,1
3.715964652,19,82,99,23,2
4.88003666,17,12,42,2,0
13.31808078,5,61,3,37,0
23.54978495,5,16,79,10,0
3.820807847,8,58,51,33,1
15.91348895,11,20,90,47,1
9.100282433,19,89,22,5,2
1.016581546,7,69,85,14,1
7.513122149,2,156,68,10,1
16.90616524,0,104,66,36,0
21.85901308,7,134,97,31,1
21.11276988,11,125,63,49,2
6.460144688,0,90,86,45,0
15.06680744,7,145,4,45,1
23.96269615,10,144,78,5,2
2.882378142,1,43,91,24,0
22.97950526,9,100,72,2,1
17.71059163,11,26,14,46,0
22.00796317,7,52,12,41,1
14.44148127,6,69,57,25,1
16.08955473,12,155,23,6,2
17.7745286,17,80,37,16,1
21.00444546,17,129,43,22,2
20.41695731,10,16,95,37,1
15.0035763,13,106,88,8,1
4.406728515,13,115,52,35,2
16.61873983,5,124,23,26,1
5.281929451,10,56,45,7,1
6.479030445,13,177,5,4,1
22.78248441,0,176,49,5,0
21.48598975,16,19,21,1,0
22.76813385,17,78,68,46,2
12.65339042,14,129,97,44,2
15.076766,9,156,97,48,2
7.358926734,7,170,66,7,1
10.40166022,0,56,18,15,0
11.33199365,2,81,87,18,2
10.60982484,7,90,38,35,1
9.055845316,0,131,65,0,0
0.078155951,15,155,58,5,2
2.495036472,17,78,52,28,1
11.75912762,7,108,77,19,1
4.866256357,8,45,82,9,1
12.89597153,16,91,4,12,2
17.12515878,1,140,35,44,0
13.83138695,2,131,53,19,0
12.8739352,0,10,94,28,0
12.54178452,8,89,77,46,1
20.3850385,15,77,6,7,1
18.98394057,10,98,12,9,1
17.47289864,0,44,71,10,0
10.04491288,18,143,7,26,2
0.010140313,5,10,19,46,0
3.091332021,9,100,92,45,1
10.35318294,6,22,56,38,0
20.64097059,2,160,21,28,1
4.930766104,1,96,23,37,0
10.39312682,4,46,63,1,0
17.21976541,11,39,61,23,1
16.88521736,16,147,83,15,2
11.74402496,19,147,61,37,2
15.88507699,7,159,58,5,1
6.670271032,14,161,40,7,1
23.8783112,7,157,91,6,1
7.134089799,14,10,47,37,0
2.140602049,16,150,38,36,2
9.980067327,15,21,42,42,1
5.953780074,19,179,80,33,2
23.11242178,6,126,73,46,1
15.05381833,13,120,36,38,2
2.751026677,3,138,1,24,1
9.882915374,1,127,90,43,1
0.477263654,1,176,78,40,1
11.08394418,15,87,75,31,2
20.25886955,5,100,45,41,1
2.887777239,10,169,89,48,2
9.914275209,5,149,22,48,1
18.78402726,1,156,53,17,0
8.409305272,15,140,34,43,0
21.60107207,0,35,11,25,0
21.12581579,2,129,50,29,1
12.53919371,14,126,46,1,2
11.24477604,18,44,37,29,1
6.012157204,15,31,89,15,1
14.83787026,10,104,34,12,0
3.187663463,7,168,58,2,1
19.8369636,7,52,7,19,1
0.324385979,9,76,95,35,1
7.335941879,8,164,36,20,1
21.8795708,15,79,17,5,1
0.522360456,16,54,28,0,1
17.69242229,1,30,19,20,0
0.920457061,1,88,45,4,0
22.21128525,4,104,68,10,1
17.93546916,2,172,10,24,1
2.446890349,1,124,13,44,0
15.78855057,11,173,7,44,2
21.39954438,6,136,30,38,1
6.129084962,18,70,82,20,1
1.828497266,13,167,41,7,2
3.971207757,4,80,57,2,0
22.51487837,9,169,61,47,2
8.060406788,7,27,87,20,1
15.51361609,7,164,76,34,1
6.097964344,14,50,78,0,1
9.196197938,10,52,23,23,1
3.840655122,14,85,53,10,1
18.21775374,11,111,99,29,1
13.0127116,17,39,73,26,1
6.640659858,4,123,35,24,1
16.55174779,19,103,93,8,2
4.275577861,9,53,49,47,1
16.56261736,0,92,50,26,0
11.83069897,13,60,24,30,1
16.49690683,12,61,29,20,0
22.21646409,12,124,80,39,2
17.38166982,7,172,39,8,1
17.25265551,10,76,37,14,1
17.74932563,1,13,77,18,0
16.31112373,8,144,26,6,1
11.357258,1,101,19,19,0
6.726809463,4,69,60,27,1
7.195294547,18,13,32,41,0
5.111729256,15,18,72,21,1
20.36419616,18,21,9,28,1
13.10545499,9,12,49,8,1
12.89548871,10,138,43,5,0
23.5854883,19,91,21,11,2
21.17384261,18,127,1,10,2
9.191652251,13,86,74,49,1
5.028549678,19,157,73,7,2
5.859988064,11,25,47,16,0
21.13507168,9,156,4,10,1
1.523065409,3,154,41,36,1
18.20476072,4,52,45,26,0
7.220147293,6,65,64,30,1
2.955673882,13,115,43,17,1
18.85069038,10,150,80,47,2
21.90286437,18,144,80,30,2
21.32851798,12,121,3,43,2
1.275172643,10,72,7,4,1
20.75398348,9,88,72,41,1
23.91198505,17,99,59,39,2
19.26620554,0,25,44,26,0
21.53104755,3,127,12,25,1
3.290844905,7,99,62,43,1
16.78552935,3,42,87,13,0
0.213263472,0,52,63,7,0
17.64950837,4,16,39,14,0
9.543613811,19,146,27,38,2
21.83136847,8,51,19,6,1
23.62421357,7,113,44,19,1
5.485878062,10,49,24,0,1
17.91587683,4,105,23,45,1
1.107877902,16,104,73,4,2
8.044786317,10,100,98,16,2
6.911267449,12,163,40,21,2
2.670124483,11,113,92,42,2
18.75878554,16,62,32,31,1
0.388256814,7,110,88,19,1
13.92446591,2,31,90,6,0
20.68645395,14,28,69,34,1
1.616942904,1,88,99,22,0
6.46855199,16,17,32,42,1
21.12411082,4,45,55,47,0
3.369202301,17,142,14,2,2
22.55097989,0,63,39,18,0
18.28501981,18,115,79,11,2
11.00053855,12,106,77,17,1
22.42907196,18,168,98,33,2
10.71162198,10,97,69,44,1
0.1093652,15,63,99,4,1
4.932292441,0,12,64,7,0
4.485848164,9,62,82,32,1
16.88297091,15,106,63,4,2
19.56719662,4,57,50,26,0
9.021237569,3,26,73,22,0
12.56421072,4,165,93,24,1
11.68915797,8,134,84,3,1
17.20152038,17,42,56,16,1
23.32616492,16,164,74,4,2
19.85600312,12,147,66,5,2
14.05232639,16,112,36,32,1
1.509171445,5,50,23,34,0
20.87128651,10,27,38,14,0
12.28142242,14,51,39,36,1
4.033052468,16,101,47,32,2
23.02933489,17,35,88,4,1
4.298597875,8,143,96,18,1
14.76609381,9,122,1,32,1
19.99200261,0,156,45,31,0
3.763774767,3,92,84,19,1
17.62843548,11,166,3,26,2
12.76627623,1,175,64,40,0
14.50042374,9,58,16,38,1
11.89315929,2,160,11,49,1
0.859450238,14,43,80,46,1
23.93874308,7,121,45,49,1
23.49597978,14,92,22,12,1
21.23226638,19,52,43,2,1
13.157956,3,123,44,2,1
5.703504666,7,126,58,40,1
9.938754187,5,129,54,35,1
11.44536783,2,137,33,19,0
22.56034421,18,175,59,10,2
10.64343791,16,84,58,28,2
7.707203322,1,63,79,46,0
1.966738508,18,51,44,18,1
15.38139423,6,28,74,19,0
17.17266598,16,22,29,48,1
8.435796323,14,109,24,7,2
3.434206572,9,106,78,36,1
18.34109517,11,99,14,35,1
7.728503787,2,155,54,26,1
9.853095734,7,15,50,2,0
16.26880055,11,166,35,11,2
4.698750502,4,72,91,46,1
9.037735797,17,22,85,0,1
19.89366468,18,89,27,24,2
21.60221336,5,146,70,23,1
15.74658775,5,111,30,33,1
5.60003057,14,66,90,46,1
3.927140937,3,24,11,0,0
12.97856214,5,94,86,12,1
10.43062363,0,170,7,15,0
13.41464489,15,167,3,3,2
15.17202847,12,110,95,23,2
23.81678421,19,61,90,45,1
7.440381968,1,134,35,13,0
8.226290728,8,12,9,21,0
12.99628438,16,72,25,0,1
20.77848809,10,152,65,32,2
1.777754888,2,21,23,23,0
1.90728284,3,120,84,18,2
9.30046052,18,171,72,33,2
1.429571023,18,117,1,36,2
16.47604917,5,89,19,40,1
9.966245362,18,27,31,18,1
3.885375143,5,97,93,13,1
19.11706892,12,31,92,15,1
5.8667411,17,131,87,48,2
5.091934197,19,40,28,43,1
16.47785606,0,128,39,45,0
20.24750872,9,83,39,16,0
11.85983676,3,63,97,47,1
12.55323874,2,174,76,41,1
16.7955403,12,137,93,48,2
19.74118685,19,47,9,3,1
5.389894564,2,40,66,0,0
9.970217516,0,56,31,18,0
12.44760939,15,81,60,23,1
2.187646133,17,170,97,41,2
21.67960368,7,25,93,22,0
2.179578465,13,80,18,25,1
23.69384987,17,20,19,4,1
23.43673035,18,19,78,45,2
1.084606278,1,103,32,30,2
10.59365435,2,156,22,24,0
7.31606727,8,99,46,27,1
16.29514489,6,172,89,12,1
9.526593305,1,78,84,43,0
5.79897395,7,126,92,38,1
4.225218048,0,69,97,34,0
13.30074753,4,115,19,13,1
19.47319302,14,95,54,19,0
12.37563132,10,110,27,36,1
19.4944204,17,126,31,19,2
7.997673441,1,54,95,14,0
22.46678599,11,83,50,29,1
15.95563276,17,84,37,19,2
6.815742138,18,177,27,41,2
23.0617375,12,94,78,48,1
6.644384277,7,80,62,17,2
11.83981621,0,135,93,37,0
15.89803356,16,148,31,36,2
22.28900114,3,52,30,38,0
4.797981423,14,124,59,6,2
3.228044147,5,102,45,46,1
12.1852783,6,134,35,0,1
16.69572387,9,155,49,33,2
12.38802975,6,62,53,10,1
5.914218371,7,71,62,21,1
4.161302035,19,152,96,38,2
15.7050744,17,26,24,7,1
9.743166733,14,167,77,12,2
5.90665334,15,58,71,43,1
17.41818124,8,162,36,49,1
8.661030844,1,126,43,29,2
19.66678718,14,120,36,25,2
16.08068658,12,73,79,3,1
19.24705982,9,87,45,8,1
2.090471483,2,151,12,16,0
22.36394742,13,110,84,41,2
5.708189828,3,127,38,3,1
19.3444032,8,24,85,29,0
19.61583687,15,94,41,5,1
4.453923863,0,125,91,44,0
7.348687723,9,144,12,46,1
6.784163569,5,125,10,5,1
23.36866884,5,57,83,45,1
7.275791808,4,64,17,45,0
19.47664611,7,107,86,29,1
19.51911252,5,121,60,12,1
22.46815923,5,170,16,47,1
22.39224126,16,124,25,41,2
20.06401391,9,174,92,1,1
21.91493098,5,12,66,20,0
0.337251942,14,75,11,35,1
0.842476727,9,159,14,6,1
3.919494874,18,93,77,9,2
1.174710766,14,63,71,23,1
1.053450029,12,107,35,35,1
15.94861903,13,67,17,23,1
4.537752786,15,52,1,23,2
21.32680319,4,125,94,10,1
20.12226779,3,151,30,30,0
6.326364337,8,38,25,20,0
11.20275094,12,64,56,44,1
15.53765097,9,148,36,14,1
14.97043098,14,10,10,48,0
14.46145011,7,150,32,4,1
1.876292339,19,45,43,11,1
6.214633918,17,157,42,5,2
19.18280208,8,129,29,46,1
18.32460599,13,101,45,25,0
16.07352394,10,115,81,49,1
10.76672055,19,155,63,18,2
7.13054764,16,131,59,45,2
0.573222454,6,89,46,45,1
1.332467078,18,100,59,3,1
19.02636413,9,172,53,47,2
8.147792481,16,106,12,35,2
3.355928685,3,155,78,45,1
12.5180859,18,104,82,1,2
16.0926741,14,105,6,36,2
4.504366543,2,169,27,39,1
16.84770072,18,138,51,14,2
9.822357922,8,102,59,37,1
20.15375952,12,121,34,7,2
6.13286249,8,167,35,25,1
5.068212985,7,90,6,7,1
11.41124909,2,14,89,17,0
7.578346693,8,162,7,8,1
22.16561543,5,84,17,19,1
9.856834589,5,74,49,15,1
7.763420972,4,43,63,35,0
3.789712821,18,28,48,30,1
9.255813897,8,179,60,8,2
9.73322803,4,174,22,39,1
19.00098973,17,68,71,5,1
0.868846524,5,36,88,20,0
14.38678364,9,134,34,42,1
13.31534018,7,69,43,30,1
9.547804765,7,178,39,36,1
17.56256688,5,90,9,6,1
2.266517254,7,56,62,4,1
19.26435423,15,133,83,31,2
8.674969768,9,144,96,21,2
4.755404621,0,165,95,40,0
11.77697463,18,48,63,3,1
13.18229479,13,149,54,14,2
16.01625414,14,157,25,16,2
13.27066515,5,96,24,26,1
17.20854139,10,24,27,9,0
19.49284079,9,61,79,34,1
6.412184222,18,35,88,28,1
4.482641054,11,32,26,30,1
19.40371677,5,106,37,34,1
18.21505218,2,85,26,14,0
4.948969484,11,64,53,35,1
5.291854411,7,61,5,27,1
4.651553398,9,124,25,18,1
17.86539538,8,86,17,14,1
