PlayTimeHours,InGamePurchases,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel
22.14322251,0,7,60,5,30,Medium
8.499982201,0,18,145,88,15,High
23.6946066,0,3,51,72,44,Low
23.16525261,0,14,96,42,47,High
6.549913699,0,18,111,34,9,High
10.82559834,0,12,142,24,18,High
20.27765234,1,17,142,12,20,High
7.245611011,0,3,69,52,14,Low
10.7769159,0,7,154,23,19,Medium
4.622791147,1,17,149,48,14,High
11.92937855,0,11,75,69,25,Medium
6.56679434,0,15,17,19,43,Low
2.7313182,0,17,62,77,35,Medium
16.59168748,0,13,124,35,43,High
8.583797273,0,11,34,8,11,Medium
12.76314009,0,7,108,76,1,Medium
13.29775219,0,19,157,85,7,High
14.17375566,0,15,108,49,32,High
18.49464367,0,2,65,92,45,Medium
17.22387982,1,5,94,76,14,Medium
18.22465546,0,1,70,5,43,Low
19.48783441,0,16,154,13,27,High
9.483212067,0,7,78,54,36,Medium
19.04746115,0,18,14,49,5,Low
8.612156615,1,13,21,58,19,Low
9.987578341,0,1,124,15,24,Low
21.6563826,0,7,45,45,42,Medium
16.20930715,0,6,62,96,40,Medium
5.990720486,1,7,43,72,16,Medium
15.97376257,0,1,69,81,14,Low
3.683183598,0,19,42,64,31,Medium
6.252455837,1,8,103,54,36,Medium
1.348544165,1,3,124,82,4,Medium
16.3317282,1,16,52,87,2,Medium
22.75543558,1,12,132,4,4,High
22.39702641,0,17,105,60,37,High
19.39030955,0,11,27,23,13,Low
3.844683182,0,3,159,8,44,Low
20.2563316,0,9,19,95,31,Medium
0.069643258,0,18,117,40,0,High
21.99256343,0,9,138,13,19,Medium
16.8953852,0,0,140,95,46,Low
4.200586154,1,19,70,49,44,High
13.5412518,0,8,39,45,45,Medium
15.04720214,0,11,92,39,43,Medium
6.435447233,0,9,50,82,18,Medium
20.42787245,0,3,138,36,30,Medium
12.30631718,1,11,179,91,4,High
13.54598429,1,12,135,66,49,High
21.26668304,0,18,164,26,41,High
15.71180356,0,11,90,2,5,Medium
14.15971047,0,8,110,33,28,Medium
3.022654035,0,12,103,80,13,High
13.00004809,0,0,146,4,13,Low
21.93431701,1,10,30,55,9,Low
14.55648156,0,15,133,32,25,High
6.831045096,0,4,166,81,31,Medium
19.89311377,0,11,142,61,48,High
10.42417873,0,13,102,7,40,Medium
1.899978615,0,5,144,79,13,Medium
11.59711868,0,15,67,83,27,Medium
18.27652465,1,9,105,56,39,Medium
22.04439233,0,4,98,67,26,Medium
15.94849,0,14,89,67,14,Medium
20.12914668,0,3,80,5,41,Low
17.99318056,1,6,24,49,1,Low
4.372198465,1,16,31,20,20,Medium
23.62004129,0,19,105,3,37,High
1.354730944,0,16,47,61,7,Medium
6.574572254,0,18,20,23,19,Medium
18.32174363,0,6,149,16,17,Medium
3.216007888,0,13,50,10,2,Medium
13.63172968,0,14,10,64,39,Low
15.13612279,0,9,116,62,3,Medium
16.49947649,0,15,152,36,5,High
3.855619618,0,14,128,79,24,High
4.97879883,1,16,65,74,23,Medium
2.974934187,0,1,71,49,48,Low
4.110147347,0,12,90,67,35,Medium
19.99260067,0,16,151,64,36,High
2.729469336,0,4,121,14,11,Medium
9.634591876,1,5,48,84,15,Low
0.370248049,1,19,55,29,30,Medium
18.32551883,0,9,45,68,49,Medium
22.97264608,0,10,111,52,23,Medium
7.184139994,1,2,12,62,40,Low
7.317818789,1,6,36,39,24,Low
13.77459934,1,14,102,54,44,High
3.146993268,0,3,57,50,14,Low
14.44848506,0,5,175,75,7,Medium
13.20646467,0,13,14,71,48,High
9.581422959,0,16,84,26,29,Medium
16.82033324,0,5,88,55,39,Medium
13.04654124,0,14,159,45,28,High
20.25525908,0,12,125,54,26,High
17.44815007,0,1,74,26,15,Low
13.92884178,0,10,103,94,8,Medium
7.614484635,0,3,33,10,35,Low
0.689955044,1,7,60,44,1,Medium
8.911863427,0,8,20,68,12,Low
18.55274688,0,2,93,30,20,Low
21.39170309,0,15,166,12,42,High
20.42389703,0,8,91,87,34,Medium
8.868238179,1,1,168,47,23,Low
0.717087644,0,19,32,72,26,Medium
22.49966063,1,18,109,92,28,High
16.40766634,0,14,118,85,21,High
11.50950615,0,9,76,25,4,Medium
18.68207057,0,4,169,78,5,Medium
2.146500572,0,6,172,33,43,Medium
2.087579756,0,18,179,42,3,High
16.97257123,0,10,138,90,8,Medium
1.623253182,0,17,27,33,38,Medium
1.17858398,0,4,170,45,20,Medium
17.28669761,0,14,150,50,30,High
17.79411288,0,3,118,61,45,Medium
9.906987204,0,1,82,14,48,Low
9.398654753,0,2,121,82,19,Low
10.60853361,0,19,164,61,47,High
8.856054522,0,15,70,26,29,Medium
10.7076807,0,1,140,81,30,Low
4.453186249,0,0,146,58,37,Low
14.01574792,1,11,23,4,7,Low
12.40908859,1,11,87,88,34,Medium
15.97203304,0,4,76,69,43,Medium
4.381658635,0,3,68,5,2,Low
2.133162209,1,2,71,91,13,Low
19.34566528,0,13,160,3,0,High
21.69847262,0,15,101,24,7,Medium
4.129688542,0,1,122,90,42,Medium
9.984728802,1,12,61,88,42,Medium
17.4047744,0,1,26,42,24,Low
12.58693165,0,18,79,52,1,Medium
13.60565767,0,10,65,96,15,Medium
8.210817815,0,10,63,54,20,Medium
2.879435536,0,10,36,6,27,Medium
23.05222849,1,11,144,49,41,High
17.84181543,0,3,88,56,41,Medium
7.702088004,1,2,159,17,32,Medium
17.1542798,0,3,57,62,9,Low
9.378216853,0,1,95,40,32,Low
4.68090412,0,0,75,7,36,Medium
16.26928822,0,17,52,94,9,Medium
9.852658243,0,7,107,96,26,Medium
2.763290353,1,17,174,82,2,Low
8.012559139,0,19,33,92,15,Medium
9.38250383,0,5,68,15,43,Medium
9.289914071,1,9,42,68,14,Medium
13.72198451,0,15,165,71,8,High
10.48438858,1,12,10,56,38,Low
17.76928153,1,18,66,47,0,Medium
14.95271716,0,17,65,5,47,Medium
12.58329194,0,9,140,7,36,Low
18.28915432,0,11,56,63,9,Medium
22.35674885,0,4,28,28,35,Low
5.387593848,1,6,104,76,18,Medium
18.9805408,0,17,14,93,36,Medium
10.33863815,0,0,60,25,32,Low
13.60619708,0,17,44,71,37,Medium
19.71662579,0,17,57,47,33,Medium
13.3375237,1,0,121,20,26,Low
4.374306506,0,2,93,77,7,Low
23.46098143,0,0,146,48,27,Low
20.18244182,1,8,92,95,49,Medium
2.522310038,0,2,146,3,34,Low
4.106261083,1,2,14,69,38,Low
8.45386728,0,10,127,77,37,High
11.3563364,0,10,87,77,38,Medium
3.895109262,0,0,24,50,36,Low
10.77077731,1,1,145,60,25,High
10.72118306,0,5,158,66,29,Medium
6.159609307,0,7,162,91,11,Medium
3.541564329,1,14,12,75,43,Medium
3.840848787,0,2,179,1,38,Medium
19.94475853,1,10,101,11,39,High
19.0875944,0,8,87,13,28,Medium
0.472841994,0,7,146,39,19,Medium
5.210175559,1,6,59,30,7,Medium
0.673669432,0,16,124,7,45,High
3.292908002,0,1,45,89,43,Low
1.860823618,0,4,20,19,19,Low
18.29624062,0,12,56,80,46,Medium
8.546766153,0,16,71,22,1,Medium
16.818169,0,2,44,75,24,Low
12.91949268,0,17,82,68,31,High
5.898375472,0,11,55,44,1,Medium
11.93293468,1,12,79,40,5,Medium
5.566517908,0,11,107,93,46,Medium
8.241367744,0,18,107,76,8,High
21.14203727,0,12,178,39,39,High
19.57225029,0,13,45,83,27,Medium
10.51095235,0,9,108,83,48,Medium
4.023194951,1,15,70,24,36,Medium
3.823081812,0,19,43,11,25,Medium
15.61414245,0,0,158,7,48,Low
11.87200804,1,2,86,97,11,Low
12.82216115,0,7,156,81,34,Medium
1.817118829,0,6,168,52,30,Medium
9.104945684,1,12,28,7,1,Low
8.897970309,1,5,46,81,38,Medium
6.459650707,0,0,133,68,32,Low
18.13175286,0,5,64,25,7,Low
3.213938504,1,6,83,14,47,Medium
18.92112379,0,2,64,54,25,Low
2.079493865,0,16,77,69,32,Medium
3.738603376,0,8,125,12,46,Medium
12.62787625,0,10,69,53,6,Medium
13.86505721,0,6,79,38,17,Medium
23.22145139,1,0,39,94,36,Low
14.54505335,0,6,160,77,48,Medium
13.53312739,0,12,21,75,6,Low
4.511941869,0,1,166,28,37,Low
2.059984769,0,9,56,38,7,Medium
18.96468631,1,11,70,92,2,Medium
18.56687506,1,14,94,47,47,High
10.16705815,0,15,80,46,46,Medium
1.872398685,0,15,23,86,27,Medium
11.54265126,0,10,174,63,3,High
9.623277972,0,16,66,95,44,Medium
17.64640285,0,16,96,96,41,High
13.77315733,0,15,167,14,9,High
3.388289791,0,8,87,82,44,Medium
4.274060785,0,13,74,98,37,Medium
3.563117222,0,4,114,75,25,Medium
8.047579746,0,15,173,5,19,High
6.717982343,0,17,48,72,48,Medium
6.207654393,1,14,161,27,40,High
10.77518439,1,13,73,71,41,Medium
19.91109834,1,2,138,62,8,Low
7.519514192,0,4,151,15,22,Medium
7.052429875,1,9,104,55,45,Medium
11.16956288,0,2,64,63,1,Low
7.530653875,0,7,91,37,27,Medium
14.64792296,0,18,60,10,35,Medium
1.623975015,0,3,177,2,12,Medium
5.473668328,0,14,44,68,6,Medium
18.0237461,0,7,32,98,32,Medium
20.78943147,0,4,113,15,5,Medium
10.08418647,0,4,92,21,19,Medium
5.706652627,0,4,72,25,46,Medium
8.479900853,0,15,81,83,42,Medium
19.77530023,1,9,41,84,15,Medium
14.87213844,0,17,34,46,12,Medium
7.682005727,0,19,144,93,19,High
18.62241805,0,17,124,23,27,High
10.01709331,0,9,14,87,9,Low
3.430048884,1,8,133,47,11,Medium
3.815927641,0,4,112,23,1,Medium
23.60555571,0,17,102,49,17,High
4.859998967,0,19,28,53,28,Medium
21.64075001,0,2,122,26,10,Low
19.01939916,0,10,75,14,40,Medium
8.543790283,1,1,126,50,13,Low
8.542377606,0,13,101,50,4,Medium
15.3784513,0,1,145,5,4,Low
9.72122,0,17,163,3,4,High
2.881998403,0,15,173,2,44,High
22.97972525,0,8,49,28,15,Medium
9.415340298,0,5,52,69,3,Low
6.386661883,1,2,77,14,28,Low
2.047023299,0,11,174,47,42,High
12.94968775,1,4,24,82,29,Low
10.15515874,0,13,50,78,49,Medium
22.52142483,0,7,35,48,8,Low
0.583743375,0,11,56,89,45,Medium
22.89771476,0,14,106,84,39,High
21.23043745,0,2,66,32,8,Low
10.29438525,0,17,123,28,18,High
10.29250133,0,14,156,71,34,High
9.475786244,0,7,128,20,39,Medium
7.405006404,0,8,111,99,22,Medium
17.07555243,0,4,90,66,16,Medium
17.08175351,1,16,153,4,33,High
6.109435687,1,6,61,54,37,High
9.88026234,1,11,174,23,32,High
3.971832608,0,6,53,43,26,Medium
19.99388413,1,12,121,37,15,Low
6.342200741,0,12,145,14,44,High
15.78665775,1,9,96,20,26,Medium
21.45410565,0,5,32,36,6,Low
7.825932651,0,2,110,19,38,Low
16.89758545,1,1,91,4,47,Low
15.26977232,0,15,171,97,39,High
11.20166051,0,18,51,53,42,Medium
19.17412399,0,16,128,42,8,High
17.42815964,1,10,51,12,26,Medium
17.14746513,0,2,89,69,23,Low
15.28248998,0,19,18,48,2,Medium
5.266608437,0,2,123,60,34,Medium
22.10590319,0,13,55,31,47,Medium
8.494302901,0,1,46,29,20,Low
19.7752534,1,3,107,97,21,Medium
15.56805848,0,9,138,86,5,Medium
7.563997431,0,14,94,21,20,Medium
21.66171823,1,13,106,69,23,High
2.272345023,0,12,92,78,22,Medium
14.33763906,1,14,45,61,22,Medium
15.70588017,1,18,169,23,49,High
17.28621739,0,19,148,20,36,High
13.9965387,0,1,176,99,16,Low
4.471620048,0,18,48,51,13,Medium
14.6353926,0,15,139,51,26,High
17.27024291,0,6,168,38,26,Medium
20.41388276,0,14,165,72,48,High
17.85888209,1,8,108,92,1,Medium
1.736216683,1,11,27,40,47,Medium
13.95751166,0,2,52,87,31,Low
16.48996378,0,14,24,23,34,High
23.32727505,0,17,170,98,20,High
3.145521806,0,18,177,25,5,High
6.809880684,0,4,20,84,27,Low
19.34572499,0,2,73,79,8,Low
14.28116362,0,4,93,98,35,Medium
7.459946173,0,14,167,94,47,High
16.43159788,0,9,162,8,0,High
6.859493543,0,18,20,33,22,Medium
4.38450702,0,13,139,86,9,High
2.496827497,0,5,157,21,35,Medium
14.17690101,0,0,68,30,14,Low
6.53232,0,8,24,52,38,Low
15.72858978,0,12,44,51,16,Medium
17.48349975,1,6,118,53,8,Medium
19.72963492,0,12,68,38,41,Medium
11.38130775,0,4,116,72,2,Medium
4.069734219,0,13,77,38,3,Medium
4.312763549,0,0,103,79,41,Low
8.461017577,0,13,119,54,36,High
16.07722984,0,16,60,5,37,Medium
21.73393846,0,4,103,35,12,Medium
22.51528232,0,19,92,45,46,High
5.923959633,1,4,58,81,9,Low
3.585307651,0,13,115,61,31,High
20.5736397,0,11,136,92,0,High
16.54274585,0,10,74,49,5,Medium
10.01183336,0,0,83,92,20,Low
2.711745664,1,15,37,94,9,Medium
9.042405257,0,14,139,43,30,High
0.245417713,0,13,41,1,37,Medium
21.15483337,0,5,106,28,47,Low
18.30057395,0,4,50,43,13,Low
12.63557173,0,9,154,39,8,Medium
12.95129226,0,12,45,50,35,Medium
3.280334941,1,13,54,96,45,Medium
21.82660785,0,10,10,28,45,Low
5.840239041,0,14,62,32,24,Medium
2.606350781,0,11,131,35,28,High
19.47356511,0,17,52,47,5,Medium
15.93380067,0,3,175,6,17,Medium
3.579767362,0,17,49,20,22,Medium
0.113752624,0,12,116,90,13,High
18.67218347,0,5,178,38,15,Medium
21.11860669,0,11,144,92,45,High
15.71213489,1,9,107,11,40,Medium
20.36775522,0,5,156,98,37,High
16.01570947,0,17,158,36,27,High
23.57344022,0,2,149,51,45,Medium
23.43928271,0,10,89,72,31,Medium
20.4098476,0,8,97,7,21,Medium
15.63312013,0,16,160,63,44,High
1.886017908,0,6,131,92,0,Medium
19.17734375,0,16,91,20,31,High
17.28194257,0,4,21,10,0,Low
20.29249239,0,12,174,31,43,High
22.91669598,0,12,33,26,45,Medium
23.86494599,0,11,96,58,45,Medium
2.445358819,0,0,160,16,37,Low
0.201191862,0,15,156,98,30,High
17.42845576,0,12,56,43,22,Medium
21.21108132,1,17,130,79,31,High
13.68407735,0,4,68,88,8,Low
1.438326168,0,1,58,47,37,Low
19.18441842,0,19,88,23,13,High
4.472211245,0,7,57,1,8,Medium
11.57682716,0,5,133,63,21,High
8.905488357,1,4,45,48,31,Low
11.85417294,0,1,35,54,18,Low
3.725990736,0,12,54,51,30,Medium
16.14896588,0,5,50,1,25,Medium
9.80695239,0,17,78,21,2,Medium
9.21548708,0,0,44,74,46,Low
4.254065436,0,8,122,94,31,Medium
14.8878853,0,11,172,8,21,High
15.83797206,0,15,98,74,13,High
1.931471483,0,9,107,80,47,Medium
19.76077624,0,7,161,86,0,Medium
21.2851692,0,4,142,96,21,Medium
23.741391,0,3,28,55,31,Low
8.28842382,0,3,29,36,29,Low
14.56882246,0,11,62,73,8,Medium
2.908224143,0,7,112,62,2,Medium
10.07748329,0,15,114,68,42,High
20.60883222,0,15,18,32,4,Low
17.31466517,0,14,81,70,0,Medium
12.35985556,0,12,158,24,39,Medium
20.14428381,0,18,116,22,13,High
19.93279043,0,10,128,91,46,High
21.8057833,1,19,79,36,45,High
4.822347683,0,4,163,67,13,Medium
5.495318155,0,5,95,12,1,Medium
23.42232894,0,13,23,17,47,Medium
12.16373348,0,18,20,23,4,Medium
15.56684314,0,4,115,45,26,Low
21.74959376,1,7,96,57,8,Medium
13.04516667,0,10,116,51,6,Medium
3.58471964,1,15,73,47,18,Medium
9.234412802,0,7,126,3,43,Medium
12.40992937,0,15,67,52,42,Medium
11.40551877,0,13,117,44,31,Medium
23.86432919,0,0,34,39,3,Low
5.558359805,0,9,75,56,46,Medium
18.29554879,0,1,123,87,23,Low
0.755538981,0,9,25,35,27,Low
8.769618188,0,13,103,48,47,High
2.337205928,0,15,29,26,5,Medium
13.62208196,0,4,150,36,42,Medium
6.843350915,0,11,100,91,6,Medium
14.96122834,0,19,159,8,39,High
14.11023719,0,16,83,67,15,Medium
12.35935836,0,9,85,86,40,Medium
20.2818854,1,6,87,25,14,Medium
10.56552968,0,11,121,27,11,Medium
18.08202111,1,2,177,80,20,Medium
10.25073572,1,0,18,9,1,High
22.98046551,1,2,138,11,13,Low
3.839630266,0,16,35,42,47,Medium
17.62913494,0,8,147,7,11,Medium
1.552904202,1,0,75,77,35,Low
3.825193115,0,18,161,83,36,High
12.71008076,0,14,77,95,29,Low
10.87888916,0,17,86,92,45,Medium
23.03925903,0,18,96,36,34,Medium
0.024798868,0,10,178,23,7,High
14.32990368,0,7,166,28,4,Low
7.62721299,0,16,71,3,2,Medium
11.64310031,0,19,121,32,26,High
13.33155304,0,10,160,75,40,High
12.96877561,0,17,81,37,24,Medium
23.02869217,0,14,45,88,42,Medium
23.68354603,0,9,36,78,35,Medium
12.11606921,0,3,179,53,13,Medium
9.652294416,0,11,119,38,25,Medium
17.34343827,0,17,88,12,26,High
12.44832815,0,19,171,29,38,High
17.65816024,0,12,73,25,9,Medium
9.198184521,0,17,106,63,7,High
11.17771554,0,17,21,3,10,Medium
1.950462912,1,17,109,83,6,High
15.76289084,0,7,161,85,44,Low
19.68275876,0,1,18,40,46,Low
4.266655377,0,10,165,15,32,High
22.83365154,0,1,104,14,42,Low
23.57483716,0,7,97,11,17,Medium
13.82705641,1,12,55,3,23,Medium
1.886190653,0,15,40,1,40,Medium
19.09104761,0,7,153,50,16,Medium
11.20610035,0,1,85,70,1,Low
20.76773535,0,19,103,72,40,High
19.43835546,1,5,136,85,1,Medium
14.05731329,1,12,76,66,47,Medium
0.837931968,0,3,39,75,17,Low
14.2121694,1,12,178,41,20,High
18.29074073,0,3,156,2,0,Medium
15.71705455,0,12,64,74,24,Medium
15.70604101,0,16,69,5,43,Medium
18.39588934,0,7,164,97,23,Medium
12.70299712,0,4,61,53,41,Medium
18.36475525,0,6,150,77,7,Medium
5.326358296,1,1,165,69,48,Medium
9.76702237,1,3,138,22,4,High
15.81309788,0,2,121,69,22,Low
3.93897737,0,7,155,99,47,Medium
18.39431723,1,4,73,93,5,Low
14.05855874,0,0,34,24,19,Low
17.54898936,1,18,16,22,42,Low
20.66075119,0,15,50,98,6,Medium
23.22669648,0,16,24,83,18,Medium
6.946887764,1,8,139,3,3,Medium
19.06104818,0,10,168,59,27,High
8.64880359,0,5,94,94,6,Medium
11.64847992,0,4,70,54,26,Medium
14.67844185,0,14,63,92,17,Medium
5.690464402,0,6,32,22,49,Low
5.09715151,1,12,12,14,19,Low
14.20665214,1,10,61,71,33,Medium
16.79489713,0,6,75,92,48,Medium
22.92756511,1,10,83,18,6,Medium
13.62761363,0,17,91,52,39,High
14.19889007,0,9,162,75,7,High
9.944601166,0,16,114,66,42,High
18.81687092,0,16,68,32,19,Medium
17.65506296,1,12,41,23,30,Medium
4.568673397,0,11,25,84,18,Medium
9.226494029,0,16,31,86,47,Medium
3.247021641,0,10,140,46,12,Medium
2.620155914,1,6,174,16,44,Low
22.35914421,0,8,164,15,6,Medium
15.95066886,0,4,113,60,24,Medium
21.49074236,0,6,81,27,6,Low
13.76505042,0,0,159,66,25,Low
6.173292727,0,6,54,14,46,Medium
6.254232797,0,1,85,77,28,Low
5.844972536,0,5,67,1,41,High
7.576171599,0,17,84,16,31,High
4.919336043,1,8,114,93,15,Medium
3.372219108,0,17,176,68,14,High
21.58161856,0,8,111,9,1,Medium
13.77925952,0,5,171,75,12,Medium
5.269585002,0,19,158,72,37,High
13.73826743,1,9,97,91,42,Medium
5.927317253,0,6,154,27,38,Medium
16.39426082,1,15,95,73,41,High
21.25513141,0,0,132,33,12,Low
3.933242681,0,15,77,29,19,Medium
13.23064383,1,3,135,78,42,High
8.865600767,0,19,119,40,44,Medium
19.80670514,1,19,65,83,43,High
1.157536438,0,10,75,75,32,Medium
16.69247652,0,13,34,56,12,Medium
15.47951171,0,17,176,74,41,High
18.72373454,0,5,84,48,48,Medium
13.23793477,0,7,63,40,5,Medium
10.68189455,0,17,124,92,14,High
6.105084145,0,5,126,94,6,Medium
21.08394806,0,9,43,72,42,Medium
21.4475686,0,16,81,62,21,Medium
11.94151516,0,0,129,57,27,Low
21.75466354,0,10,69,59,39,Medium
0.96702978,0,17,32,70,13,Medium
20.22229495,0,16,67,2,36,Medium
19.3370447,0,5,125,18,26,High
19.70350523,0,8,58,71,1,Medium
15.50851362,0,15,158,28,11,High
13.62143084,0,10,158,53,19,High
20.00040562,1,0,143,15,23,Low
18.44819471,1,0,107,87,41,Low
22.48867756,0,0,131,22,2,Low
19.69705759,0,16,177,83,22,Medium
7.949904936,0,3,145,76,43,Medium
3.63087923,0,10,118,75,25,Low
3.815473825,0,18,93,55,49,High
20.56854754,0,6,50,3,14,Low
17.70157453,0,8,38,52,48,Medium
23.65541256,0,6,120,29,26,Medium
21.46233906,1,2,107,64,11,Low
22.20937918,0,15,114,9,8,High
16.37329018,0,11,173,85,33,High
6.943232276,0,2,170,89,33,Medium
11.51322013,0,15,100,13,24,High
0.760379959,0,17,94,62,49,High
15.39040092,0,4,52,82,42,Medium
5.591703833,0,15,47,63,19,Medium
22.16960336,0,15,43,57,36,High
8.250009239,0,15,95,25,14,High
11.57213845,1,10,77,59,24,Medium
10.45950174,0,18,109,6,42,High
11.31407567,0,19,95,18,20,High
21.90168172,1,13,149,6,23,High
12.53419098,0,19,55,67,23,Medium
15.67973087,0,2,117,22,38,Low
17.40859354,0,17,58,2,37,Medium
18.88756691,0,16,13,24,19,Low
3.565493065,0,18,143,42,36,High
1.142351477,0,15,99,52,44,Medium
8.04898886,0,16,101,5,27,High
2.30427813,0,3,175,18,18,Medium
17.58049265,0,4,174,72,2,Medium
20.53825451,0,10,83,95,24,Medium
14.18437998,0,12,169,58,33,High
8.213238622,0,11,140,66,20,High
7.232647984,0,2,127,69,8,Low
12.38362435,0,17,83,95,41,High
21.0121516,0,11,67,23,46,Medium
3.722306152,0,9,71,13,0,High
19.1443882,1,0,36,77,9,Low
5.414176881,0,18,159,86,25,High
5.291148739,0,8,127,34,49,Medium
4.467688041,0,1,68,74,10,Medium
3.615826717,1,13,43,75,30,Medium
1.876782807,0,7,168,97,49,High
21.33415732,0,9,11,90,46,Medium
2.603337411,1,18,105,10,20,High
5.668288221,0,18,175,47,42,High
18.79182191,1,9,114,54,23,Medium
2.070995259,0,7,162,23,11,Medium
4.540498697,0,0,161,37,40,Low
5.515535347,0,7,154,46,3,Medium
15.6046059,0,8,145,85,20,High
18.04874978,0,1,136,81,34,Low
16.26309838,0,1,136,39,1,Medium
12.22848322,0,14,29,82,12,Medium
23.91009184,0,10,74,11,9,Low
16.85956637,0,9,129,98,27,Medium
6.598004723,0,16,111,6,28,High
20.58947211,0,5,131,11,36,Medium
12.92965586,0,4,50,95,4,Low
19.87409596,0,8,120,58,22,Medium
0.16467783,1,12,78,35,48,Medium
18.24027167,0,2,169,92,29,Medium
14.4738548,0,14,25,80,35,Medium
17.79551235,0,3,25,58,14,Low
17.28395078,0,11,159,58,19,High
3.427383127,1,5,118,82,23,Medium
19.61795307,0,3,67,23,15,Low
0.531798348,0,14,147,29,33,Medium
10.93929959,1,16,91,43,2,High
6.125503677,0,11,43,20,25,High
14.06146598,0,9,24,27,44,Low
17.80229149,0,9,37,55,31,Medium
21.96801427,0,16,99,41,8,High
